id,text,label,review_text,is_ai,date
253,AI sample 245,AI-generated,Create an overview of generative AI tools used today.,1,05/24/2025
254,AI sample 246,AI-generated,Summarize how neural networks are trained.,1,12/14/2024
255,AI sample 247,AI-generated,Write a blog post about the role of data in machine learning.,1,05/18/2025
256,AI sample 248,AI-generated,Describe how natural language processing enhances chatbots.,1,12/28/2024
257,AI sample 249,AI-generated,Generate a paragraph on the importance of ethical AI.,1,11/20/2024
258,AI sample 250,AI-generated,Generate a paragraph on the importance of ethical AI.,1,07/31/2025
259,AI sample 251,Human-written,Reflect on the challenges of learning a new coding language.,0,03/30/2025
260,AI sample 252,Human-written,Describe how technology has changed your daily routine.,0,12/21/2024
261,AI sample 253,Human-written,Narrate an experience where technology solved a real-life problem.,0,08/29/2025
262,AI sample 254,Human-written,Share your opinion on the benefits of online education.,0,03/28/2025
263,AI sample 255,Human-written,Describe your thoughts on balancing technology and privacy.,0,06/30/2025
264,AI sample 256,Human-written,Describe your thoughts on balancing technology and privacy.,0,02/10/2025
265,AI sample 257,Human-written,Write a personal essay about your first programming experience.,0,06/21/2025
266,AI sample 258,Human-written,Write a personal essay about your first programming experience.,0,04/24/2025
267,AI sample 259,Human-written,Write a personal essay about your first programming experience.,0,07/26/2025
268,AI sample 260,Human-written,Discuss how social media affects communication.,0,12/27/2024
269,AI sample 261,Human-written,Explain why teamwork is essential in software projects.,0,04/10/2025
270,AI sample 262,Human-written,Share your opinion on the benefits of online education.,0,04/16/2025
271,AI sample 263,Human-written,Share your opinion on the benefits of online education.,0,12/01/2024
272,AI sample 264,Human-written,Describe your thoughts on balancing technology and privacy.,0,03/06/2025
273,AI sample 265,Human-written,Narrate an experience where technology solved a real-life problem.,0,03/23/2025
274,AI sample 266,Human-written,Share your opinion on the benefits of online education.,0,08/18/2025
275,AI sample 267,Human-written,Narrate an experience where technology solved a real-life problem.,0,10/14/2025
276,AI sample 268,Human-written,Narrate an experience where technology solved a real-life problem.,0,10/26/2024
277,AI sample 269,Human-written,Narrate an experience where technology solved a real-life problem.,0,12/26/2024
278,AI sample 270,Human-written,Describe how technology has changed your daily routine.,0,01/06/2025
279,AI sample 271,Human-written,Write an editorial on the importance of cybersecurity.,0,06/12/2025
280,AI sample 272,Human-written,Describe your thoughts on balancing technology and privacy.,0,12/27/2024
281,AI sample 273,Human-written,Write a personal essay about your first programming experience.,0,07/10/2025
282,AI sample 274,Human-written,Explain why teamwork is essential in software projects.,0,07/18/2025
283,AI sample 275,Human-written,Write an editorial on the importance of cybersecurity.,0,06/09/2025
284,AI sample 276,Human-written,Explain why teamwork is essential in software projects.,0,06/29/2025
285,AI sample 277,Human-written,Explain why teamwork is essential in software projects.,0,10/25/2024
286,AI sample 278,Human-written,Share your opinion on the benefits of online education.,0,10/24/2024
287,AI sample 279,Human-written,Write a personal essay about your first programming experience.,0,04/20/2025
288,AI sample 280,Human-written,Write an editorial on the importance of cybersecurity.,0,04/28/2025
289,AI sample 281,Human-written,Write about your journey as a beginner web developer.,0,11/03/2024
290,AI sample 282,Human-written,Narrate an experience where technology solved a real-life problem.,0,10/21/2024
291,AI sample 283,Human-written,Narrate an experience where technology solved a real-life problem.,0,07/28/2025
292,AI sample 284,Human-written,Discuss how social media affects communication.,0,06/05/2025
293,AI sample 285,Human-written,Write an editorial on the importance of cybersecurity.,0,03/22/2025
294,AI sample 286,Human-written,Explain why teamwork is essential in software projects.,0,06/26/2025
295,AI sample 287,Human-written,Describe your thoughts on balancing technology and privacy.,0,04/06/2025
296,AI sample 288,Human-written,Write a personal essay about your first programming experience.,0,04/09/2025
297,AI sample 289,Human-written,Explain why teamwork is essential in software projects.,0,03/27/2025
298,AI sample 290,Human-written,Explain why teamwork is essential in software projects.,0,10/14/2025
299,AI sample 291,Human-written,Share your opinion on the benefits of online education.,0,02/16/2025
300,AI sample 292,Human-written,Write a personal essay about your first programming experience.,0,10/23/2024
301,AI sample 293,Human-written,Write about your journey as a beginner web developer.,0,09/06/2025
302,AI sample 294,Human-written,Write about your journey as a beginner web developer.,0,11/05/2024
303,AI sample 295,Human-written,Write a personal essay about your first programming experience.,0,10/20/2024
304,AI sample 296,Human-written,Describe your thoughts on balancing technology and privacy.,0,10/15/2025
305,AI sample 297,Human-written,Write a personal essay about your first programming experience.,0,06/15/2025
306,AI sample 298,Human-written,Explain why teamwork is essential in software projects.,0,03/07/2025
307,AI sample 299,Human-written,Reflect on the challenges of learning a new coding language.,0,10/24/2024
308,AI sample 300,Human-written,Share your opinion on the benefits of online education.,0,06/17/2025
309,AI sample 301,Human-written,Discuss how social media affects communication.,0,01/13/2025
310,AI sample 302,Human-written,Reflect on the challenges of learning a new coding language.,0,10/11/2025
311,AI sample 303,Human-written,Write a personal essay about your first programming experience.,0,10/10/2025
312,AI sample 304,Human-written,Narrate an experience where technology solved a real-life problem.,0,12/09/2024
313,AI sample 305,Human-written,Describe your thoughts on balancing technology and privacy.,0,01/18/2025
314,AI sample 306,Human-written,Explain why teamwork is essential in software projects.,0,06/05/2025
315,AI sample 307,Human-written,Describe how technology has changed your daily routine.,0,05/08/2025
316,AI sample 308,Human-written,Discuss how social media affects communication.,0,07/18/2025
317,AI sample 309,Human-written,Write an editorial on the importance of cybersecurity.,0,08/11/2025
318,AI sample 310,Human-written,Describe your thoughts on balancing technology and privacy.,0,06/29/2025
319,AI sample 311,Human-written,Explain why teamwork is essential in software projects.,0,09/26/2025
320,AI sample 312,Human-written,Share your opinion on the benefits of online education.,0,10/02/2025
321,AI sample 313,Human-written,Discuss how social media affects communication.,0,06/16/2025
322,AI sample 314,Human-written,Discuss how social media affects communication.,0,03/22/2025
323,AI sample 315,Human-written,Narrate an experience where technology solved a real-life problem.,0,01/17/2025
324,AI sample 316,Human-written,Write about your journey as a beginner web developer.,0,06/19/2025
325,AI sample 317,Human-written,Write an editorial on the importance of cybersecurity.,0,05/05/2025
326,AI sample 318,Human-written,Describe how technology has changed your daily routine.,0,11/10/2024
327,AI sample 319,Human-written,Discuss how social media affects communication.,0,04/23/2025
328,AI sample 320,Human-written,Write an editorial on the importance of cybersecurity.,0,05/13/2025
329,AI sample 321,Human-written,Explain why teamwork is essential in software projects.,0,09/04/2025
330,AI sample 322,Human-written,Write about your journey as a beginner web developer.,0,08/20/2025
331,AI sample 323,Human-written,Describe your thoughts on balancing technology and privacy.,0,10/26/2024
332,AI sample 324,Human-written,Narrate an experience where technology solved a real-life problem.,0,09/19/2025
333,AI sample 325,Human-written,Write an editorial on the importance of cybersecurity.,0,08/04/2025
334,AI sample 326,Human-written,Describe your thoughts on balancing technology and privacy.,0,11/10/2024
335,AI sample 327,Human-written,Narrate an experience where technology solved a real-life problem.,0,03/21/2025
336,AI sample 328,Human-written,Write a personal essay about your first programming experience.,0,05/18/2025
337,AI sample 329,Human-written,Write an editorial on the importance of cybersecurity.,0,04/21/2025
338,AI sample 330,Human-written,Discuss how social media affects communication.,0,07/06/2025
339,AI sample 331,Human-written,Describe your thoughts on balancing technology and privacy.,0,09/03/2025
340,AI sample 332,Human-written,Explain why teamwork is essential in software projects.,0,10/19/2025
341,AI sample 333,Human-written,Write about your journey as a beginner web developer.,0,07/25/2025
342,AI sample 334,Human-written,Write about your journey as a beginner web developer.,0,01/29/2025
343,AI sample 335,Human-written,Write a personal essay about your first programming experience.,0,12/12/2024
344,AI sample 336,Human-written,Reflect on the challenges of learning a new coding language.,0,10/01/2025
345,AI sample 337,Human-written,Narrate an experience where technology solved a real-life problem.,0,01/29/2025
346,AI sample 338,Human-written,Write an editorial on the importance of cybersecurity.,0,07/24/2025
347,AI sample 339,Human-written,Write about your journey as a beginner web developer.,0,02/10/2025
348,AI sample 340,Human-written,Describe how technology has changed your daily routine.,0,03/10/2025
349,AI sample 341,Human-written,Narrate an experience where technology solved a real-life problem.,0,05/22/2025
350,AI sample 342,Human-written,Share your opinion on the benefits of online education.,0,10/18/2025
351,AI sample 343,Human-written,Write about your journey as a beginner web developer.,0,11/14/2024
352,AI sample 344,Human-written,Reflect on the challenges of learning a new coding language.,0,06/09/2025
353,AI sample 345,Human-written,Describe your thoughts on balancing technology and privacy.,0,11/27/2024
354,AI sample 346,Human-written,Narrate an experience where technology solved a real-life problem.,0,07/23/2025
355,AI sample 347,Human-written,Describe your thoughts on balancing technology and privacy.,0,03/30/2025
356,AI sample 348,Human-written,Write about your journey as a beginner web developer.,0,06/07/2025
357,AI sample 349,Human-written,Narrate an experience where technology solved a real-life problem.,0,08/15/2025
358,AI sample 350,Human-written,Explain why teamwork is essential in software projects.,0,04/19/2025
359,AI sample 351,Human-written,Describe your thoughts on balancing technology and privacy.,0,06/09/2025
360,AI sample 352,Human-written,Write a personal essay about your first programming experience.,0,05/15/2025
361,AI sample 353,Human-written,Narrate an experience where technology solved a real-life problem.,0,12/18/2024
362,AI sample 354,Human-written,Narrate an experience where technology solved a real-life problem.,0,01/05/2025
363,AI sample 355,Human-written,Discuss how social media affects communication.,0,01/09/2025
364,AI sample 356,Human-written,Write a personal essay about your first programming experience.,0,05/15/2025
365,AI sample 357,Human-written,Describe your thoughts on balancing technology and privacy.,0,01/19/2025
366,AI sample 358,Human-written,Share your opinion on the benefits of online education.,0,04/09/2025
367,AI sample 359,Human-written,Write an editorial on the importance of cybersecurity.,0,04/19/2025
368,AI sample 360,Human-written,Explain why teamwork is essential in software projects.,0,07/19/2025
369,AI sample 361,Human-written,Narrate an experience where technology solved a real-life problem.,0,06/14/2025
370,AI sample 362,Human-written,Share your opinion on the benefits of online education.,0,05/01/2025
371,AI sample 363,Human-written,Describe your thoughts on balancing technology and privacy.,0,03/20/2025
372,AI sample 364,Human-written,Reflect on the challenges of learning a new coding language.,0,10/21/2024
373,AI sample 365,Human-written,Write a personal essay about your first programming experience.,0,08/20/2025
374,AI sample 366,Human-written,Describe your thoughts on balancing technology and privacy.,0,06/16/2025
375,AI sample 367,Human-written,Narrate an experience where technology solved a real-life problem.,0,03/17/2025
376,AI sample 368,Human-written,Narrate an experience where technology solved a real-life problem.,0,04/24/2025
377,AI sample 369,Human-written,Describe how technology has changed your daily routine.,0,09/27/2025
378,AI sample 370,Human-written,Discuss how social media affects communication.,0,08/05/2025
379,AI sample 371,Human-written,Explain why teamwork is essential in software projects.,0,06/21/2025
380,AI sample 372,Human-written,Write an editorial on the importance of cybersecurity.,0,10/19/2025
381,AI sample 373,Human-written,Share your opinion on the benefits of online education.,0,02/05/2025
382,AI sample 374,Human-written,Share your opinion on the benefits of online education.,0,06/12/2025
383,AI sample 375,Human-written,Write a personal essay about your first programming experience.,0,09/11/2025
384,AI sample 376,Human-written,Write an editorial on the importance of cybersecurity.,0,02/13/2025
385,AI sample 377,Human-written,Share your opinion on the benefits of online education.,0,07/01/2025
386,AI sample 378,Human-written,Explain why teamwork is essential in software projects.,0,03/04/2025
387,AI sample 379,Human-written,Write an editorial on the importance of cybersecurity.,0,08/12/2025
388,AI sample 380,Human-written,Write about your journey as a beginner web developer.,0,11/05/2024
389,AI sample 381,Human-written,Describe your thoughts on balancing technology and privacy.,0,10/18/2025
390,AI sample 382,Human-written,Narrate an experience where technology solved a real-life problem.,0,06/27/2025
391,AI sample 383,Human-written,Describe your thoughts on balancing technology and privacy.,0,02/04/2025
392,AI sample 384,Human-written,Share your opinion on the benefits of online education.,0,06/10/2025
393,AI sample 385,Human-written,Write a personal essay about your first programming experience.,0,12/22/2024
394,AI sample 386,Human-written,Describe how technology has changed your daily routine.,0,08/10/2025
395,AI sample 387,Human-written,Share your opinion on the benefits of online education.,0,10/12/2025
396,AI sample 388,Human-written,Reflect on the challenges of learning a new coding language.,0,11/29/2024
397,AI sample 389,Human-written,Narrate an experience where technology solved a real-life problem.,0,02/06/2025
398,AI sample 390,Human-written,Share your opinion on the benefits of online education.,0,02/19/2025
399,AI sample 391,Human-written,Reflect on the challenges of learning a new coding language.,0,09/20/2025
400,AI sample 392,Human-written,Describe your thoughts on balancing technology and privacy.,0,07/17/2025
401,AI sample 393,Human-written,Discuss how social media affects communication.,0,07/07/2025
402,AI sample 394,Human-written,Reflect on the challenges of learning a new coding language.,0,04/02/2025
403,AI sample 395,Human-written,Write a personal essay about your first programming experience.,0,03/14/2025
404,AI sample 396,Human-written,Write about your journey as a beginner web developer.,0,10/01/2025
405,AI sample 397,Human-written,Write about your journey as a beginner web developer.,0,10/14/2025
406,AI sample 398,Human-written,Write an editorial on the importance of cybersecurity.,0,04/25/2025
407,AI sample 399,Human-written,Write an editorial on the importance of cybersecurity.,0,07/26/2025
408,AI sample 400,Human-written,Discuss how social media affects communication.,0,08/17/2025
409,AI sample 401,Human-written,Write about your journey as a beginner web developer.,0,03/19/2025
410,AI sample 402,Human-written,Explain why teamwork is essential in software projects.,0,08/17/2025
411,AI sample 403,Human-written,Write an editorial on the importance of cybersecurity.,0,05/14/2025
412,AI sample 404,Human-written,Write an editorial on the importance of cybersecurity.,0,04/09/2025
413,AI sample 405,Human-written,Write a personal essay about your first programming experience.,0,11/02/2024
414,AI sample 406,Human-written,Write about your journey as a beginner web developer.,0,07/25/2025
415,AI sample 407,Human-written,Write an editorial on the importance of cybersecurity.,0,06/24/2025
416,AI sample 408,Human-written,Write an editorial on the importance of cybersecurity.,0,02/26/2025
417,AI sample 409,Human-written,Reflect on the challenges of learning a new coding language.,0,05/07/2025
418,AI sample 410,Human-written,Describe your thoughts on balancing technology and privacy.,0,11/28/2024
419,AI sample 411,Human-written,Write a personal essay about your first programming experience.,0,05/27/2025
420,AI sample 412,Human-written,Describe your thoughts on balancing technology and privacy.,0,09/19/2025
421,AI sample 413,Human-written,Write about your journey as a beginner web developer.,0,03/25/2025
422,AI sample 414,Human-written,Describe your thoughts on balancing technology and privacy.,0,02/22/2025
423,AI sample 415,Human-written,Narrate an experience where technology solved a real-life problem.,0,03/17/2025
424,AI sample 416,Human-written,Write an editorial on the importance of cybersecurity.,0,04/24/2025
425,AI sample 417,Human-written,Write an editorial on the importance of cybersecurity.,0,01/21/2025
426,AI sample 418,Human-written,Narrate an experience where technology solved a real-life problem.,0,10/18/2025
427,AI sample 419,Human-written,Describe your thoughts on balancing technology and privacy.,0,11/18/2024
428,AI sample 420,Human-written,Write a personal essay about your first programming experience.,0,08/12/2025
429,AI sample 421,Human-written,Write about your journey as a beginner web developer.,0,08/27/2025
430,AI sample 422,Human-written,Write about your journey as a beginner web developer.,0,03/13/2025
431,AI sample 423,Human-written,Discuss how social media affects communication.,0,01/13/2025
432,AI sample 424,Human-written,Describe your thoughts on balancing technology and privacy.,0,04/08/2025
433,AI sample 425,Human-written,Write a personal essay about your first programming experience.,0,02/20/2025
434,AI sample 426,Human-written,Describe your thoughts on balancing technology and privacy.,0,02/24/2025
435,AI sample 427,Human-written,Share your opinion on the benefits of online education.,0,08/26/2025
436,AI sample 428,Human-written,Narrate an experience where technology solved a real-life problem.,0,09/03/2025
437,AI sample 429,Human-written,Write about your journey as a beginner web developer.,0,06/06/2025
438,AI sample 430,Human-written,Explain why teamwork is essential in software projects.,0,09/09/2025
439,AI sample 431,Human-written,Write about your journey as a beginner web developer.,0,12/20/2024
440,AI sample 432,Human-written,Discuss how social media affects communication.,0,07/06/2025
441,AI sample 433,Human-written,Write a personal essay about your first programming experience.,0,04/03/2025
442,AI sample 434,Human-written,Write an editorial on the importance of cybersecurity.,0,09/22/2025
443,AI sample 435,Human-written,Narrate an experience where technology solved a real-life problem.,0,09/24/2025
444,AI sample 436,Human-written,Explain why teamwork is essential in software projects.,0,02/26/2025
445,AI sample 437,Human-written,Explain why teamwork is essential in software projects.,0,05/15/2025
446,AI sample 438,Human-written,Write about your journey as a beginner web developer.,0,09/27/2025
447,AI sample 439,Human-written,Share your opinion on the benefits of online education.,0,12/06/2024
448,AI sample 440,Human-written,Share your opinion on the benefits of online education.,0,02/05/2025
449,AI sample 441,Human-written,Write a personal essay about your first programming experience.,0,12/31/2024
450,AI sample 442,Human-written,Share your opinion on the benefits of online education.,0,02/13/2025
451,AI sample 443,Human-written,Discuss how social media affects communication.,0,05/01/2025
452,AI sample 444,Human-written,Reflect on the challenges of learning a new coding language.,0,05/06/2025
453,AI sample 445,Human-written,Write a personal essay about your first programming experience.,0,05/21/2025
454,AI sample 446,Human-written,Describe your thoughts on balancing technology and privacy.,0,12/01/2024
455,AI sample 447,Human-written,Describe your thoughts on balancing technology and privacy.,0,09/11/2025
456,AI sample 448,Human-written,Write an editorial on the importance of cybersecurity.,0,05/17/2025
457,AI sample 449,Human-written,Write a personal essay about your first programming experience.,0,04/20/2025
458,AI sample 450,Human-written,Write a personal essay about your first programming experience.,0,07/14/2025
459,AI sample 451,Human-written,Write a personal essay about your first programming experience.,0,06/27/2025
460,AI sample 452,Human-written,Reflect on the challenges of learning a new coding language.,0,01/20/2025
461,AI sample 453,Human-written,Discuss how social media affects communication.,0,11/21/2024
462,AI sample 454,Human-written,Describe how technology has changed your daily routine.,0,03/05/2025
463,AI sample 455,Human-written,Narrate an experience where technology solved a real-life problem.,0,05/06/2025
464,AI sample 456,Human-written,Write a personal essay about your first programming experience.,0,10/31/2024
465,AI sample 457,Human-written,Write an editorial on the importance of cybersecurity.,0,12/22/2024
466,AI sample 458,Human-written,Write an editorial on the importance of cybersecurity.,0,05/02/2025
467,AI sample 459,Human-written,Share your opinion on the benefits of online education.,0,08/13/2025
468,AI sample 460,Human-written,Narrate an experience where technology solved a real-life problem.,0,04/29/2025
469,AI sample 461,Human-written,Explain why teamwork is essential in software projects.,0,02/01/2025
470,AI sample 462,Human-written,Explain why teamwork is essential in software projects.,0,07/03/2025
471,AI sample 463,Human-written,Write an editorial on the importance of cybersecurity.,0,05/10/2025
472,AI sample 464,Human-written,Write about your journey as a beginner web developer.,0,11/06/2024
473,AI sample 465,Human-written,Write a personal essay about your first programming experience.,0,01/12/2025
474,AI sample 466,Human-written,Discuss how social media affects communication.,0,05/11/2025
475,AI sample 467,Human-written,Write an editorial on the importance of cybersecurity.,0,02/07/2025
476,AI sample 468,Human-written,Write about your journey as a beginner web developer.,0,12/27/2024
477,AI sample 469,Human-written,Narrate an experience where technology solved a real-life problem.,0,10/29/2024
478,AI sample 470,Human-written,Narrate an experience where technology solved a real-life problem.,0,06/23/2025
479,AI sample 471,Human-written,Write an editorial on the importance of cybersecurity.,0,08/25/2025
480,AI sample 472,Human-written,Reflect on the challenges of learning a new coding language.,0,01/13/2025
481,AI sample 473,Human-written,Write an editorial on the importance of cybersecurity.,0,09/17/2025
482,AI sample 474,Human-written,Narrate an experience where technology solved a real-life problem.,0,12/11/2024
483,AI sample 475,Human-written,Describe how technology has changed your daily routine.,0,04/14/2025
484,AI sample 476,Human-written,Describe how technology has changed your daily routine.,0,10/20/2024
485,AI sample 477,Human-written,Discuss how social media affects communication.,0,05/26/2025
486,AI sample 478,Human-written,Discuss how social media affects communication.,0,03/26/2025
487,AI sample 479,Human-written,Reflect on the challenges of learning a new coding language.,0,12/05/2024
488,AI sample 480,Human-written,Write a personal essay about your first programming experience.,0,07/02/2025
489,AI sample 481,Human-written,Discuss how social media affects communication.,0,04/14/2025
490,AI sample 482,Human-written,Reflect on the challenges of learning a new coding language.,0,11/22/2024
491,AI sample 483,Human-written,Write an editorial on the importance of cybersecurity.,0,08/18/2025
492,AI sample 484,Human-written,Describe how technology has changed your daily routine.,0,04/12/2025
493,AI sample 485,Human-written,Describe your thoughts on balancing technology and privacy.,0,07/27/2025
494,AI sample 486,Human-written,Write a personal essay about your first programming experience.,0,02/16/2025
495,AI sample 487,Human-written,Discuss how social media affects communication.,0,12/15/2024
496,AI sample 488,Human-written,Reflect on the challenges of learning a new coding language.,0,08/05/2025
497,AI sample 489,Human-written,Reflect on the challenges of learning a new coding language.,0,12/31/2024
498,AI sample 490,Human-written,Write an editorial on the importance of cybersecurity.,0,04/18/2025
499,AI sample 491,Human-written,Discuss how social media affects communication.,0,02/09/2025
500,AI sample 492,Human-written,Explain why teamwork is essential in software projects.,0,05/21/2025
501,AI sample 493,Human-written,Write about your journey as a beginner web developer.,0,06/29/2025
502,AI sample 494,Human-written,Narrate an experience where technology solved a real-life problem.,0,12/29/2024
503,AI sample 495,Human-written,Write about your journey as a beginner web developer.,0,10/31/2024
504,AI sample 496,Human-written,Share your opinion on the benefits of online education.,0,03/16/2025
505,AI sample 497,Human-written,Reflect on the challenges of learning a new coding language.,0,04/07/2025
506,AI sample 498,Human-written,Write an editorial on the importance of cybersecurity.,0,02/08/2025
507,AI sample 499,Human-written,Write an editorial on the importance of cybersecurity.,0,09/15/2025
508,AI sample 500,Human-written,Describe how technology has changed your daily routine.,0,03/29/2025
